"query","frequency","source","intent","cluster","subcluster","closeness_to_fotolovi","competition_notes","serp_notes","interesting_findings"
"сервисы для работы телеграмма","","Yandex Suggest direct Russia lr=225","commercial","COMPARISON","suggest letter; seed: сервисы для мероприятий","near","","","real Yandex suggest for request: сервисы для мероприятий т"
"сервисы для работы ютуба","","Yandex Suggest direct Russia lr=225","commercial","ADJACENT","suggest letter; seed: сервисы для мероприятий","near","","","real Yandex suggest for request: сервисы для мероприятий ю"
"сколько стоят свадьбы","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest prefix; seed: современные свадьбы","near","","","real Yandex suggest for request: сколько стоит современные свадьбы"
"современные идеи для свадьбы","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы и"
"современные поздравления с днем свадьбы","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы с"
"современные свадьбы","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"современные свадьбы как проходят","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"современные свадьбы как проходят в россии","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"современные свадьбы фото","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы"
"сценарии для свадьбы без тамады смешные и современные","","Yandex Suggest direct Russia lr=225","commercial","WEDDING","suggest space; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы "
"факты о женихе и невесте для ведущего на свадьбу примеры","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: идеи для ведущего","near","","","real Yandex suggest for request: идеи для ведущего"
"фишки свадьбы современные","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы ф"
"фон на свадьбу на экран","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: экран на свадьбу","near","","","real Yandex suggest for request: экран на свадьбу"
"характеристика гостей на свадьбу для ведущего примеры","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: идеи для ведущего","near","","","real Yandex suggest for request: идеи для ведущего"
"характеристика гостей на свадьбу для ведущего примеры с юмором","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: идеи для ведущего","near","","","real Yandex suggest for request: идеи для ведущего"
"чем занять гостей на свадьбе во время фотосессии молодых","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest prefix; seed: фото гостей на свадьбе","near","","","real Yandex suggest for request: идеи фото гостей на свадьбе"
"чем удивить гостей на свадьбе","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: чем удивить гостей на свадьбе","near","","","real Yandex suggest for request: чем удивить гостей на свадьбе"
"четыре свадьбы сейчас","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: современные свадьбы","near","","","real Yandex suggest for request: современные свадьбы ч"
"что можно разыграть на свадьбе для гостей","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: развлечения для гостей на свадьбе","near","","","real Yandex suggest for request: развлечения для гостей на свадьбе"
"что сделать на свадьбу","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: что добавить на свадьбу","near","","","real Yandex suggest for request: что добавить на свадьбу"
"экран на свадьбе","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest letter; seed: экран на свадьбу","near","","","real Yandex suggest for request: экран на свадьбу к"
"экран на свадьбу","","Yandex Suggest direct Russia lr=225","wedding","WEDDING","suggest exact; seed: экран на свадьбу","near","ads:0; diverse SERP; Yandex Images present","TOP10 hosts: avito.ru, plasmaonline.ru, show-effect.ru, proektori.ru, esmedia.ru, rentproektor.ru, xn----7sbfefee2czacyjj4b1h.xn--p1ai, arendaplazm.ru, ...","real Yandex suggest for request: экран на свадьбу | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"альтернативы фотобудке","","Arsenkin Yandex XML TOP10 Russia","comparison","COMPARISON","serp_top10","near","ads:0; diverse SERP; Yandex Images present; UGC/forum present | ads:0; diverse SERP; Yandex Images present; UGC/forum present","TOP10 hosts: tr-page.yandex.ru, monocle.ru, click-photo.ru, vc.ru, 1divisionpro.ru, vk.com, skagitesir.ru, divolab.ru, ... | TOP10 hosts: tr-page.yandex.ru, monocle.ru, click-photo.ru, vc.ru, 1divisionpro.ru, vk.com, skagitesir.ru, divolab.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal; UGC signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal; UGC signal"
"интерактивы на свадьбу","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP | ads:0; diverse SERP","TOP10 hosts: weddywood.ru, wedding-magazine.ru, kp.ru, wedwed.ru, ru.pinterest.com, svadebka.ws, ahaslides.com, 1portal.ru, ... | TOP10 hosts: weddywood.ru, wedding-magazine.ru, kp.ru, wedwed.ru, ru.pinterest.com, svadebka.ws, ahaslides.com, 1portal.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"контент для свадебного экрана","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP | ads:0; diverse SERP","TOP10 hosts: top15moscow.ru, weddywood.ru, ru.pinterest.com, wedwed.ru, klnv.ru, vecteezy.com, elements.envato.com, motionarray.com, ... | TOP10 hosts: top15moscow.ru, weddywood.ru, ru.pinterest.com, wedwed.ru, klnv.ru, vecteezy.com, elements.envato.com, motionarray.com, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"развлечения для гостей на свадьбе","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP | ads:0; diverse SERP","TOP10 hosts: kp.ru, weddywood.ru, ru.pinterest.com, rbc.ru, instabudka.ru, wedding-magazine.ru, avito.ru, sima-land.ru, ... | TOP10 hosts: kp.ru, weddywood.ru, ru.pinterest.com, rbc.ru, instabudka.ru, wedding-magazine.ru, avito.ru, sima-land.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"сервисы для мероприятий","","Arsenkin Yandex XML TOP10 Russia","commercial","EVENT","serp_top10","near","ads:0; diverse SERP | ads:0; diverse SERP","TOP10 hosts: unisender.com, kontur.ru, timepad.ru, afisha.ru, comdi.com, eventologia.ru, texterra.ru, mts-link.ru, ... | TOP10 hosts: unisender.com, kontur.ru, timepad.ru, afisha.ru, comdi.com, eventologia.ru, texterra.ru, mts-link.ru, ...","possible low/medium competition opportunity | possible low/medium competition opportunity"
"фото гостей на проекторе","","Arsenkin Yandex XML TOP10 Russia","screen","SCREEN","serp_top10","near","ads:0; diverse SERP | ads:0; diverse SERP","TOP10 hosts: ru.pinterest.com, shutterstock.com, istockphoto.com, divent.ru, fotosklad.ru, youtube.com, arenda-prazdnika.ru, ru.freepik.com, ... | TOP10 hosts: ru.pinterest.com, shutterstock.com, istockphoto.com, divent.ru, fotosklad.ru, youtube.com, arenda-prazdnika.ru, ru.freepik.com, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"фотобудка или qr альбом","","Arsenkin Yandex XML TOP10 Russia","comparison","COMPARISON","serp_top10","near","ads:0; diverse SERP; many aggregators/tools | ads:0; diverse SERP; many aggregators/tools","TOP10 hosts: tamadoba.tech, qrcode-tiger.com, fotify.app, free-qr-code-generator.com, great-shot.ru, photofabrika.ru, guestbook.tv, privet-rent.ru, ... | TOP10 hosts: tamadoba.tech, qrcode-tiger.com, fotify.app, free-qr-code-generator.com, great-shot.ru, photofabrika.ru, guestbook.tv, privet-rent.ru, ...","possible low/medium competition opportunity | possible low/medium competition opportunity"
"что показать на проекторе на свадьбе","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP; Yandex Images present | ads:0; diverse SERP; Yandex Images present","TOP10 hosts: vk.com, lg.com, mywed.by, fotopro.by, 1portal.ru, svadebka.ws, youtube.com, yandex.ru, ... | TOP10 hosts: vk.com, lg.com, mywed.by, fotopro.by, 1portal.ru, svadebka.ws, youtube.com, yandex.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"экран на свадьбу","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP; Yandex Images present | ads:0; diverse SERP; Yandex Images present","TOP10 hosts: avito.ru, plasmaonline.ru, show-effect.ru, proektori.ru, esmedia.ru, rentproektor.ru, xn----7sbfefee2czacyjj4b1h.xn--p1ai, arendaplazm.ru, ... | TOP10 hosts: avito.ru, plasmaonline.ru, show-effect.ru, proektori.ru, esmedia.ru, rentproektor.ru, xn----7sbfefee2czacyjj4b1h.xn--p1ai, arendaplazm.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"digital свадьба","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP; UGC/forum present | ads:0; diverse SERP; UGC/forum present","TOP10 hosts: wedding-magazine.ru, forbes.ru, ru.pinterest.com, dzen.ru, vk.com, nevesta.moscow, teletype.in, bonobology.com, ... | TOP10 hosts: wedding-magazine.ru, forbes.ru, ru.pinterest.com, dzen.ru, vk.com, nevesta.moscow, teletype.in, bonobology.com, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal; UGC signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal; UGC signal"
"qr альбом свадьба","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP; many aggregators/tools | ads:0; diverse SERP; many aggregators/tools","TOP10 hosts: planning.wedding, tamadoba.tech, fotify.app, qrcode-tiger.com, ru.pinterest.com, qrcod.ru, wed.tv, easyweddingalbum.com, ... | TOP10 hosts: planning.wedding, tamadoba.tech, fotify.app, qrcode-tiger.com, ru.pinterest.com, qrcod.ru, wed.tv, easyweddingalbum.com, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"qr код для гостей","","Arsenkin Yandex XML TOP10 Russia","qr","QR","serp_top10","near","ads:0; diverse SERP; Yandex Images present; many aggregators/tools | ads:0; diverse SERP; Yandex Images present; many aggregators/tools","TOP10 hosts: qrkoder.ru, the-qrcode-generator.com, event.ru, saby.ru, tamadoba.tech, qrcode-tiger.com, rozetked.me, kontur.ru, ... | TOP10 hosts: qrkoder.ru, the-qrcode-generator.com, event.ru, saby.ru, tamadoba.tech, qrcode-tiger.com, rozetked.me, kontur.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"qr код на свадьбу","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP; Yandex Images present; many aggregators/tools | ads:0; diverse SERP; Yandex Images present; many aggregators/tools","TOP10 hosts: planning.wedding, qrcod.ru, tamadoba.tech, yandex.ru, fotify.app, ru.qrcodechimp.com, jotform.com, bfm.ru, ... | TOP10 hosts: planning.wedding, qrcod.ru, tamadoba.tech, yandex.ru, fotify.app, ru.qrcodechimp.com, jotform.com, bfm.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"welcome зона свадьба","","Arsenkin Yandex XML TOP10 Russia","wedding","WEDDING","serp_top10","near","ads:0; diverse SERP | ads:0; diverse SERP","TOP10 hosts: ru.pinterest.com, houseforwedding.ru, wedwed.ru, 1portal.ru, top15moscow.ru, wedding-magazine.ru, mywed.by, darsy-wed.ru, ... | TOP10 hosts: ru.pinterest.com, houseforwedding.ru, wedwed.ru, 1portal.ru, top15moscow.ru, wedding-magazine.ru, mywed.by, darsy-wed.ru, ...","possible low/medium competition opportunity; Pinterest-like / visual intent signal | possible low/medium competition opportunity; Pinterest-like / visual intent signal"
"игры с экраном для ведущих","13","Arsenkin Wordstat Russia left column","host","HOST","Левая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"идеи для ведущих","647","Arsenkin Wordstat Russia left column","host","HOST","Левая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"идеи для ведущих мероприятий","14","Arsenkin Wordstat Russia left column","informational","EVENT","Левая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"интерактивы для ведущих","210","Arsenkin Wordstat Russia left column","host","HOST","Левая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"интерактивы для мероприятий для ведущих","29","Arsenkin Wordstat Russia left column","adjacent","EVENT","Левая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"интерактивы от ведущего для гостей","5","Arsenkin Wordstat Russia left column","host","HOST","Левая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"как называется экран с текстом для ведущих","9","Arsenkin Wordstat Russia left column","host","HOST","Левая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"руководящая идея для освещения ведущего замысла","32","Arsenkin Wordstat Russia left column","host","HOST","Левая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"экран для ведущего","232","Arsenkin Wordstat Russia left column","host","HOST","Левая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"активная поверхность интерактивной доски должна быть","3665","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"бракосочетание","162070","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"бракосочетание это","2296","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"в данной ситуации вы должны остановиться","5273","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: что делать гостям на свадьбе","adjacent","","","real Wordstat expansion from seed: что делать гостям на свадьбе"
"важные новости","28116","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"вгтрк это","878","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"вечеринка знаний","2568","Arsenkin Wordstat Russia right column","adjacent","EVENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"виды праздников","12186","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"виды праздников","11566","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"виды сми","4987","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"виды сми","5223","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"внеклассное мероприятие это","747","Arsenkin Wordstat Russia right column","adjacent","EVENT","Правая; seed: интерактивы на свадьбу","adjacent","","","real Wordstat expansion from seed: интерактивы на свадьбу"
"во всем мне хочется дойти","10103","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"все новости дня","30090","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"все пройдет фестиваль","6891","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"все ради игры читать","5174","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"выездная церемония бракосочетания","366","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: экран на свадьбу","adjacent","","","real Wordstat expansion from seed: экран на свадьбу"
"генератор кью ар кодов","322","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: qr код для гостей","adjacent","","","real Wordstat expansion from seed: qr код для гостей"
"готовлю ответ подождите немного","289","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: что делать гостям на свадьбе","adjacent","","","real Wordstat expansion from seed: что делать гостям на свадьбе"
"группа дисплей","1054","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"давай не ждать мари","16427","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: что делать гостям на свадьбе","adjacent","","","real Wordstat expansion from seed: что делать гостям на свадьбе"
"делай раз","271745","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"дело было вечером делать было нечего","3427","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"дело было вечером делать было нечего","3420","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"демографическая ситуация","26563","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"демографическая ситуация это","3433","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"е услуги","23859","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"едайли все новости","330","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"едайли все новости","332","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"если весело живется делай так","2735","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"ивент","240384","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"ивент агентство","8508","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"ивент это","8145","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"интегратор это","2220","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"интерактивная доска должна быть расположена","4778","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"интерактивная доска должна быть расположена гигтест","2868","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"интерактивность это","1279","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"интерактивный портал","9989","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"интеракция это","1378","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"как изменить герцовку монитора","927","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"как называется сегодняшний праздник","229","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"как прошел парад","21445","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"как сделать монитор основным","1160","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"какие есть праздники","117950","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"какие мониторы используют на турнирах по кс2","68","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"какой должна быть искренняя помощь человеку","1496","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: что делать гостям на свадьбе","adjacent","","","real Wordstat expansion from seed: что делать гостям на свадьбе"
"какой праздник во вторник","435","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"какой праздник во вторник","441","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: что делать гостям на свадьбе","adjacent","","","real Wordstat expansion from seed: что делать гостям на свадьбе"
"какой сейчас праздник","10625","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"какой скоро праздник","3098","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"картинка с бракосочетанием","3847","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: фото гостей на свадьбе","adjacent","","","real Wordstat expansion from seed: фото гостей на свадьбе"
"картинка с бракосочетанием поздравление","842","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: фото гостей на свадьбе","adjacent","","","real Wordstat expansion from seed: фото гостей на свадьбе"
"картинка с днем бракосочетания","1919","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: фото гостей на свадьбе","adjacent","","","real Wordstat expansion from seed: фото гостей на свадьбе"
"квартирник это что за мероприятие","115","Arsenkin Wordstat Russia right column","informational","EVENT","Правая; seed: интерактивы на свадьбу","adjacent","","","real Wordstat expansion from seed: интерактивы на свадьбу"
"когда будет новый год","15492","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"когда новый год","56426","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"код ктру","13457","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: qr код для гостей","adjacent","","","real Wordstat expansion from seed: qr код для гостей"
"кто такой тамада","538","Arsenkin Wordstat Russia right column","host","HOST","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"монитор это","50209","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"на реальных событиях","589460","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"на что влияет герцовка монитора","229","Arsenkin Wordstat Russia right column","informational","ADJACENT","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"новостной агрегатор сми2 все главные новости","3796","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"новый стиль","60415","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: современные свадьбы","adjacent","","","real Wordstat expansion from seed: современные свадьбы"
"ооо нпп монитор","311","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: экран для ведущего","adjacent","","","real Wordstat expansion from seed: экран для ведущего"
"оп давай давай двигай телом отдыхай","657","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: что делать гостям на свадьбе","adjacent","","","real Wordstat expansion from seed: что делать гостям на свадьбе"
"организация праздников","71444","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"основано на реальных событиях фильм","65310","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"перечень событий процессов","54893","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: идеи для ведущего","adjacent","","","real Wordstat expansion from seed: идеи для ведущего"
"перечень событий процессов","45480","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"портал исполнения контрактов","3521","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
"праздник который всегда с тобой","2150","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"праздник мастер","6558","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: сервисы для мероприятий","adjacent","","","real Wordstat expansion from seed: сервисы для мероприятий"
"праздник это","268158","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"праздники все сезоны","15156","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: как сделать свадьбу интереснее","adjacent","","","real Wordstat expansion from seed: как сделать свадьбу интереснее"
"развлекалово ком","5456","Arsenkin Wordstat Russia right column","adjacent","ADJACENT","Правая; seed: интерактивы для ведущего","adjacent","","","real Wordstat expansion from seed: интерактивы для ведущего"
